Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
PQ986531.1,AY.122.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986532.1,AY.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986533.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986534.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986546.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986551.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29765,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986552.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29779,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986553.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29777,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986555.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986559.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29836,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986560.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29834,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986561.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986562.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29831,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986563.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986564.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986565.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986566.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29835,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986567.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29830,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986568.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29826,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986569.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986571.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29851,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986575.1,AY.127,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29835,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986577.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29857,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986578.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986579.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986580.1,AY.33.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986581.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986582.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986583.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986584.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986585.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986586.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986587.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986588.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986590.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29807,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986591.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29833,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986592.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29834,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986594.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29830,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986595.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986606.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986663.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29834,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986665.1,AY.34,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29854,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986674.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986687.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29859,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986691.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29843,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986693.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29831,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986694.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986695.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986696.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29833,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986707.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986708.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986709.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986710.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986712.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986714.1,AY.112,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986716.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986717.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986718.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986719.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29808,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986720.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29830,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986721.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986722.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29810,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986723.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986724.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986725.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986726.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986727.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29834,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986728.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986730.1,AY.36,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986731.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986733.1,AY.36,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986735.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986737.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29808,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986738.1,AY.36,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29833,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986739.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986740.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986741.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986742.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986744.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986748.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29807,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986751.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986752.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986798.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986835.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986849.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986851.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987059.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29853,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987063.1,AY.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987082.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987085.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987087.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29865,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987088.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29835,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987092.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29838,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987096.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987100.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29835,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987102.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987119.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987127.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987129.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29810,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987131.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987136.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987137.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987138.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987139.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987140.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987141.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987142.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987144.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987145.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987146.1,AY.34,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987147.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987149.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987150.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987152.1,AY.92,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987153.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987155.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987156.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29843,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987157.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29792,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987158.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987159.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987160.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987161.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29824,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987162.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987163.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987165.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29844,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987166.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987168.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987169.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29811,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987172.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987173.1,AY.7.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987175.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987176.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987178.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29807,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987182.1,AY.25.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987186.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29779,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987187.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987189.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987190.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987191.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987192.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987193.1,AY.34,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987194.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987199.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987281.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987285.1,AY.34.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29792,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987332.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987333.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987336.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987369.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987406.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29808,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987407.1,AY.33,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29845,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987408.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29838,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987410.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29852,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987411.1,AY.4.2.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29833,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987413.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987415.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29835,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987416.1,AY.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987418.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987425.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987426.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987428.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987430.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987432.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29829,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987433.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987435.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987436.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987437.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987440.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987441.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987445.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987448.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987453.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987455.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987457.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29792,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987459.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29811,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987471.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987474.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29816,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987475.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987476.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29829,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987477.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29806,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987478.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ987530.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
